mean,variance,skew,histogram,histogram_tuple,frequency,sorted_set,is_used,log_frequency,sqrt_frequency
1.6,1.44,1.4999999999999998,"[0, 4, 0, 0, 1, 0]","(0, 4, 0, 0, 1, 0)",1,"{1, 1, 1, 1, 4}",True,0.6931471805599453,1.0
1.8,2.5600000000000005,1.5,"[0, 4, 0, 0, 0, 1]","(0, 4, 0, 0, 0, 1)",1,"{1, 1, 1, 1, 5}",True,0.6931471805599453,1.0
1.4,0.24,0.4082482904638635,"[0, 3, 2, 0, 0, 0]","(0, 3, 2, 0, 0, 0)",1,"{1, 1, 1, 2, 2}",True,0.6931471805599453,1.0
1.6,0.64,0.8437499999999997,"[0, 3, 1, 1, 0, 0]","(0, 3, 1, 1, 0, 0)",1,"{1, 1, 1, 2, 3}",True,0.6931471805599453,1.0
1.8,1.36,1.15004933566153,"[0, 3, 1, 0, 1, 0]","(0, 3, 1, 0, 1, 0)",0,"{1, 1, 1, 2, 4}",False,0.0,0.0
2.0,2.4,1.2909944487358056,"[0, 3, 1, 0, 0, 1]","(0, 3, 1, 0, 0, 1)",0,"{1, 1, 1, 2, 5}",False,0.0,0.0
1.8,0.9600000000000002,0.4082482904638628,"[0, 3, 0, 2, 0, 0]","(0, 3, 0, 2, 0, 0)",0,"{1, 1, 1, 3, 3}",False,0.0,0.0
2.0,1.6,0.592927061281571,"[0, 3, 0, 1, 1, 0]","(0, 3, 0, 1, 1, 0)",1,"{1, 1, 1, 3, 4}",True,0.6931471805599453,1.0
2.2,2.56,0.8437499999999997,"[0, 3, 0, 1, 0, 1]","(0, 3, 0, 1, 0, 1)",1,"{1, 1, 1, 3, 5}",True,0.6931471805599453,1.0
2.2,2.16,0.40824829046386263,"[0, 3, 0, 0, 2, 0]","(0, 3, 0, 0, 2, 0)",2,"{1, 1, 1, 4, 4}",True,1.0986122886681098,1.4142135623730951
2.4,3.04,0.5071295169770316,"[0, 3, 0, 0, 1, 1]","(0, 3, 0, 0, 1, 1)",3,"{1, 1, 1, 4, 5}",True,1.3862943611198906,1.7320508075688772
2.6,3.8400000000000007,0.4082482904638628,"[0, 3, 0, 0, 0, 2]","(0, 3, 0, 0, 0, 2)",3,"{1, 1, 1, 5, 5}",True,1.3862943611198906,1.7320508075688772
1.6,0.24,-0.4082482904638636,"[0, 2, 3, 0, 0, 0]","(0, 2, 3, 0, 0, 0)",1,"{1, 1, 2, 2, 2}",True,0.6931471805599453,1.0
1.8,0.56,0.34362159674454545,"[0, 2, 2, 1, 0, 0]","(0, 2, 2, 1, 0, 0)",1,"{1, 1, 2, 2, 3}",True,0.6931471805599453,1.0
2.0,1.2,0.9128709291752769,"[0, 2, 2, 0, 1, 0]","(0, 2, 2, 0, 1, 0)",0,"{1, 1, 2, 2, 4}",False,0.0,0.0
2.2,2.16,1.16426364317472,"[0, 2, 2, 0, 0, 1]","(0, 2, 2, 0, 0, 1)",0,"{1, 1, 2, 2, 5}",False,0.0,0.0
2.0,0.8,0.0,"[0, 2, 1, 2, 0, 0]","(0, 2, 1, 2, 0, 0)",0,"{1, 1, 2, 3, 3}",False,0.0,0.0
2.2,1.3599999999999999,0.36317347441943004,"[0, 2, 1, 1, 1, 0]","(0, 2, 1, 1, 1, 0)",0,"{1, 1, 2, 3, 4}",False,0.0,0.0
2.4,2.2399999999999998,0.73019589308216,"[0, 2, 1, 1, 0, 1]","(0, 2, 1, 1, 0, 1)",2,"{1, 1, 2, 3, 5}",True,1.0986122886681098,1.4142135623730951
2.4,1.8399999999999999,0.2115471544831136,"[0, 2, 1, 0, 2, 0]","(0, 2, 1, 0, 2, 0)",1,"{1, 1, 2, 4, 4}",True,0.6931471805599453,1.0
2.6,2.64,0.38046460848157376,"[0, 2, 1, 0, 1, 1]","(0, 2, 1, 0, 1, 1)",0,"{1, 1, 2, 4, 5}",False,0.0,0.0
2.8,3.3600000000000003,0.2961528510345614,"[0, 2, 1, 0, 0, 2]","(0, 2, 1, 0, 0, 2)",0,"{1, 1, 2, 5, 5}",False,0.0,0.0
2.2,0.96,-0.4082482904638636,"[0, 2, 0, 3, 0, 0]","(0, 2, 0, 3, 0, 0)",0,"{1, 1, 3, 3, 3}",False,0.0,0.0
2.4,1.44,-0.1111111111111108,"[0, 2, 0, 2, 1, 0]","(0, 2, 0, 2, 1, 0)",0,"{1, 1, 3, 3, 4}",False,0.0,0.0
2.6,2.24,0.34362159674454545,"[0, 2, 0, 2, 0, 1]","(0, 2, 0, 2, 0, 1)",2,"{1, 1, 3, 3, 5}",True,1.0986122886681098,1.4142135623730951
2.6,1.8400000000000003,-0.21154715448311345,"[0, 2, 0, 1, 2, 0]","(0, 2, 0, 1, 2, 0)",0,"{1, 1, 3, 4, 4}",False,0.0,0.0
2.8,2.56,0.035156250000000465,"[0, 2, 0, 1, 1, 1]","(0, 2, 0, 1, 1, 1)",9,"{1, 1, 3, 4, 5}",True,2.302585092994046,3.0
3.0,3.2,0.0,"[0, 2, 0, 1, 0, 2]","(0, 2, 0, 1, 0, 2)",0,"{1, 1, 3, 5, 5}",False,0.0,0.0
2.8,2.16,-0.40824829046386263,"[0, 2, 0, 0, 3, 0]","(0, 2, 0, 0, 3, 0)",1,"{1, 1, 4, 4, 4}",True,0.6931471805599453,1.0
3.0,2.8,-0.2561204162859415,"[0, 2, 0, 0, 2, 1]","(0, 2, 0, 0, 2, 1)",1,"{1, 1, 4, 4, 5}",True,0.6931471805599453,1.0
3.2,3.3599999999999994,-0.2961528510345615,"[0, 2, 0, 0, 1, 2]","(0, 2, 0, 0, 1, 2)",0,"{1, 1, 4, 5, 5}",False,0.0,0.0
3.4,3.8400000000000007,-0.4082482904638629,"[0, 2, 0, 0, 0, 3]","(0, 2, 0, 0, 0, 3)",0,"{1, 1, 5, 5, 5}",False,0.0,0.0
1.8,0.16000000000000006,-1.4999999999999996,"[0, 1, 4, 0, 0, 0]","(0, 1, 4, 0, 0, 0)",0,"{1, 2, 2, 2, 2}",False,0.0,0.0
2.0,0.4,0.0,"[0, 1, 3, 1, 0, 0]","(0, 1, 3, 1, 0, 0)",0,"{1, 2, 2, 2, 3}",False,0.0,0.0
2.2,0.96,0.8675276172357085,"[0, 1, 3, 0, 1, 0]","(0, 1, 3, 0, 1, 0)",0,"{1, 2, 2, 2, 4}",False,0.0,0.0
2.4,1.8399999999999999,1.173125129406356,"[0, 1, 3, 0, 0, 1]","(0, 1, 3, 0, 0, 1)",0,"{1, 2, 2, 2, 5}",False,0.0,0.0
2.2,0.5599999999999999,-0.3436215967445464,"[0, 1, 2, 2, 0, 0]","(0, 1, 2, 2, 0, 0)",0,"{1, 2, 2, 3, 3}",False,0.0,0.0
2.4,1.04,0.27154541788363973,"[0, 1, 2, 1, 1, 0]","(0, 1, 2, 1, 1, 0)",0,"{1, 2, 2, 3, 4}",False,0.0,0.0
2.6,1.8400000000000003,0.7500308204401287,"[0, 1, 2, 1, 0, 1]","(0, 1, 2, 1, 0, 1)",0,"{1, 2, 2, 3, 5}",False,0.0,0.0
2.6,1.4400000000000002,0.11111111111111079,"[0, 1, 2, 0, 2, 0]","(0, 1, 2, 0, 2, 0)",0,"{1, 2, 2, 4, 4}",False,0.0,0.0
2.8,2.16,0.34776706224699483,"[0, 1, 2, 0, 1, 1]","(0, 1, 2, 0, 1, 1)",6,"{1, 2, 2, 4, 5}",True,1.9459101490553132,2.449489742783178
3.0,2.8,0.2561204162859415,"[0, 1, 2, 0, 0, 2]","(0, 1, 2, 0, 0, 2)",0,"{1, 2, 2, 5, 5}",False,0.0,0.0
2.4,0.64,-0.8437499999999996,"[0, 1, 1, 3, 0, 0]","(0, 1, 1, 3, 0, 0)",1,"{1, 2, 3, 3, 3}",True,0.6931471805599453,1.0
2.6,1.0400000000000003,-0.2715454178836397,"[0, 1, 1, 2, 1, 0]","(0, 1, 1, 2, 1, 0)",1,"{1, 2, 3, 3, 4}",True,0.6931471805599453,1.0
2.8,1.7600000000000002,0.37003665016361936,"[0, 1, 1, 2, 0, 1]","(0, 1, 1, 2, 0, 1)",6,"{1, 2, 3, 3, 5}",True,1.9459101490553132,2.449489742783178
2.8,1.3599999999999999,-0.36317347441943004,"[0, 1, 1, 1, 2, 0]","(0, 1, 1, 1, 2, 0)",0,"{1, 2, 3, 4, 4}",False,0.0,0.0
3.0,2.0,0.0,"[0, 1, 1, 1, 1, 1]","(0, 1, 1, 1, 1, 1)",353,"{1, 2, 3, 4, 5}",True,5.869296913133774,18.788294228055936
3.2,2.56,-0.035156250000000465,"[0, 1, 1, 1, 0, 2]","(0, 1, 1, 1, 0, 2)",15,"{1, 2, 3, 5, 5}",True,2.772588722239781,3.872983346207417
3.0,1.6,-0.592927061281571,"[0, 1, 1, 0, 3, 0]","(0, 1, 1, 0, 3, 0)",0,"{1, 2, 4, 4, 4}",False,0.0,0.0
3.2,2.16,-0.3477670622469948,"[0, 1, 1, 0, 2, 1]","(0, 1, 1, 0, 2, 1)",15,"{1, 2, 4, 4, 5}",True,2.772588722239781,3.872983346207417
3.4,2.64,-0.3804646084815737,"[0, 1, 1, 0, 1, 2]","(0, 1, 1, 0, 1, 2)",4,"{1, 2, 4, 5, 5}",True,1.6094379124341003,2.0
3.6,3.0399999999999996,-0.5071295169770316,"[0, 1, 1, 0, 0, 3]","(0, 1, 1, 0, 0, 3)",0,"{1, 2, 5, 5, 5}",False,0.0,0.0
2.6,0.6400000000000002,-1.4999999999999996,"[0, 1, 0, 4, 0, 0]","(0, 1, 0, 4, 0, 0)",0,"{1, 3, 3, 3, 3}",False,0.0,0.0
2.8,0.96,-0.8675276172357085,"[0, 1, 0, 3, 1, 0]","(0, 1, 0, 3, 1, 0)",0,"{1, 3, 3, 3, 4}",False,0.0,0.0
3.0,1.6,0.0,"[0, 1, 0, 3, 0, 1]","(0, 1, 0, 3, 0, 1)",1,"{1, 3, 3, 3, 5}",True,0.6931471805599453,1.0
3.0,1.2,-0.9128709291752769,"[0, 1, 0, 2, 2, 0]","(0, 1, 0, 2, 2, 0)",0,"{1, 3, 3, 4, 4}",False,0.0,0.0
3.2,1.7600000000000002,-0.3700366501636195,"[0, 1, 0, 2, 1, 1]","(0, 1, 0, 2, 1, 1)",20,"{1, 3, 3, 4, 5}",True,3.044522437723423,4.47213595499958
3.4,2.24,-0.3436215967445454,"[0, 1, 0, 2, 0, 2]","(0, 1, 0, 2, 0, 2)",5,"{1, 3, 3, 5, 5}",True,1.791759469228055,2.23606797749979
3.2,1.3599999999999999,-1.1500493356615302,"[0, 1, 0, 1, 3, 0]","(0, 1, 0, 1, 3, 0)",0,"{1, 3, 4, 4, 4}",False,0.0,0.0
3.4,1.8400000000000003,-0.7500308204401287,"[0, 1, 0, 1, 2, 1]","(0, 1, 0, 1, 2, 1)",6,"{1, 3, 4, 4, 5}",True,1.9459101490553132,2.449489742783178
3.6,2.2399999999999998,-0.73019589308216,"[0, 1, 0, 1, 1, 2]","(0, 1, 0, 1, 1, 2)",3,"{1, 3, 4, 5, 5}",True,1.3862943611198906,1.7320508075688772
3.8,2.56,-0.8437499999999996,"[0, 1, 0, 1, 0, 3]","(0, 1, 0, 1, 0, 3)",0,"{1, 3, 5, 5, 5}",False,0.0,0.0
3.4,1.4400000000000002,-1.5000000000000002,"[0, 1, 0, 0, 4, 0]","(0, 1, 0, 0, 4, 0)",0,"{1, 4, 4, 4, 4}",False,0.0,0.0
3.6,1.8400000000000003,-1.1731251294063556,"[0, 1, 0, 0, 3, 1]","(0, 1, 0, 0, 3, 1)",6,"{1, 4, 4, 4, 5}",True,1.9459101490553132,2.449489742783178
3.8,2.16,-1.16426364317472,"[0, 1, 0, 0, 2, 2]","(0, 1, 0, 0, 2, 2)",0,"{1, 4, 4, 5, 5}",False,0.0,0.0
4.0,2.4,-1.2909944487358056,"[0, 1, 0, 0, 1, 3]","(0, 1, 0, 0, 1, 3)",1,"{1, 4, 5, 5, 5}",True,0.6931471805599453,1.0
4.2,2.560000000000001,-1.4999999999999996,"[0, 1, 0, 0, 0, 4]","(0, 1, 0, 0, 0, 4)",1,"{1, 5, 5, 5, 5}",True,0.6931471805599453,1.0
2.0,0.0,0.0,"[0, 0, 5, 0, 0, 0]","(0, 0, 5, 0, 0, 0)",1,"{2, 2, 2, 2, 2}",True,0.6931471805599453,1.0
2.2,0.15999999999999998,1.4999999999999991,"[0, 0, 4, 1, 0, 0]","(0, 0, 4, 1, 0, 0)",0,"{2, 2, 2, 2, 3}",False,0.0,0.0
2.4,0.64,1.5000000000000004,"[0, 0, 4, 0, 1, 0]","(0, 0, 4, 0, 1, 0)",0,"{2, 2, 2, 2, 4}",False,0.0,0.0
2.6,1.44,1.4999999999999998,"[0, 0, 4, 0, 0, 1]","(0, 0, 4, 0, 0, 1)",1,"{2, 2, 2, 2, 5}",True,0.6931471805599453,1.0
2.4,0.24,0.4082482904638635,"[0, 0, 3, 2, 0, 0]","(0, 0, 3, 2, 0, 0)",10,"{2, 2, 2, 3, 3}",True,2.3978952727983707,3.1622776601683795
2.6,0.64,0.8437499999999997,"[0, 0, 3, 1, 1, 0]","(0, 0, 3, 1, 1, 0)",0,"{2, 2, 2, 3, 4}",False,0.0,0.0
2.8,1.3599999999999999,1.1500493356615304,"[0, 0, 3, 1, 0, 1]","(0, 0, 3, 1, 0, 1)",0,"{2, 2, 2, 3, 5}",False,0.0,0.0
2.8,0.96,0.4082482904638635,"[0, 0, 3, 0, 2, 0]","(0, 0, 3, 0, 2, 0)",1,"{2, 2, 2, 4, 4}",True,0.6931471805599453,1.0
3.0,1.6,0.592927061281571,"[0, 0, 3, 0, 1, 1]","(0, 0, 3, 0, 1, 1)",3,"{2, 2, 2, 4, 5}",True,1.3862943611198906,1.7320508075688772
3.2,2.16,0.40824829046386263,"[0, 0, 3, 0, 0, 2]","(0, 0, 3, 0, 0, 2)",5,"{2, 2, 2, 5, 5}",True,1.791759469228055,2.23606797749979
2.6,0.24,-0.4082482904638636,"[0, 0, 2, 3, 0, 0]","(0, 0, 2, 3, 0, 0)",10,"{2, 2, 3, 3, 3}",True,2.3978952727983707,3.1622776601683795
2.8,0.5599999999999999,0.34362159674454634,"[0, 0, 2, 2, 1, 0]","(0, 0, 2, 2, 1, 0)",1,"{2, 2, 3, 3, 4}",True,0.6931471805599453,1.0
3.0,1.2,0.9128709291752769,"[0, 0, 2, 2, 0, 1]","(0, 0, 2, 2, 0, 1)",2,"{2, 2, 3, 3, 5}",True,1.0986122886681098,1.4142135623730951
3.0,0.8,0.0,"[0, 0, 2, 1, 2, 0]","(0, 0, 2, 1, 2, 0)",0,"{2, 2, 3, 4, 4}",False,0.0,0.0
3.2,1.3599999999999999,0.36317347441943004,"[0, 0, 2, 1, 1, 1]","(0, 0, 2, 1, 1, 1)",27,"{2, 2, 3, 4, 5}",True,3.332204510175204,5.196152422706632
3.4,1.8399999999999999,0.2115471544831136,"[0, 0, 2, 1, 0, 2]","(0, 0, 2, 1, 0, 2)",3,"{2, 2, 3, 5, 5}",True,1.3862943611198906,1.7320508075688772
3.2,0.96,-0.4082482904638636,"[0, 0, 2, 0, 3, 0]","(0, 0, 2, 0, 3, 0)",4,"{2, 2, 4, 4, 4}",True,1.6094379124341003,2.0
3.4,1.44,-0.1111111111111108,"[0, 0, 2, 0, 2, 1]","(0, 0, 2, 0, 2, 1)",7,"{2, 2, 4, 4, 5}",True,2.0794415416798357,2.6457513110645907
3.6,1.8400000000000003,-0.21154715448311345,"[0, 0, 2, 0, 1, 2]","(0, 0, 2, 0, 1, 2)",1,"{2, 2, 4, 5, 5}",True,0.6931471805599453,1.0
3.8,2.16,-0.40824829046386263,"[0, 0, 2, 0, 0, 3]","(0, 0, 2, 0, 0, 3)",8,"{2, 2, 5, 5, 5}",True,2.1972245773362196,2.8284271247461903
2.8,0.15999999999999998,-1.4999999999999993,"[0, 0, 1, 4, 0, 0]","(0, 0, 1, 4, 0, 0)",0,"{2, 3, 3, 3, 3}",False,0.0,0.0
3.0,0.4,0.0,"[0, 0, 1, 3, 1, 0]","(0, 0, 1, 3, 1, 0)",0,"{2, 3, 3, 3, 4}",False,0.0,0.0
3.2,0.96,0.8675276172357085,"[0, 0, 1, 3, 0, 1]","(0, 0, 1, 3, 0, 1)",0,"{2, 3, 3, 3, 5}",False,0.0,0.0
3.2,0.5599999999999999,-0.3436215967445464,"[0, 0, 1, 2, 2, 0]","(0, 0, 1, 2, 2, 0)",0,"{2, 3, 3, 4, 4}",False,0.0,0.0
3.4,1.04,0.27154541788363973,"[0, 0, 1, 2, 1, 1]","(0, 0, 1, 2, 1, 1)",14,"{2, 3, 3, 4, 5}",True,2.70805020110221,3.7416573867739413
3.6,1.4400000000000002,0.11111111111111079,"[0, 0, 1, 2, 0, 2]","(0, 0, 1, 2, 0, 2)",2,"{2, 3, 3, 5, 5}",True,1.0986122886681098,1.4142135623730951
3.4,0.64,-0.8437499999999996,"[0, 0, 1, 1, 3, 0]","(0, 0, 1, 1, 3, 0)",1,"{2, 3, 4, 4, 4}",True,0.6931471805599453,1.0
3.6,1.0400000000000003,-0.2715454178836397,"[0, 0, 1, 1, 2, 1]","(0, 0, 1, 1, 2, 1)",12,"{2, 3, 4, 4, 5}",True,2.5649493574615367,3.4641016151377544
3.8,1.3599999999999999,-0.36317347441943004,"[0, 0, 1, 1, 1, 2]","(0, 0, 1, 1, 1, 2)",4,"{2, 3, 4, 5, 5}",True,1.6094379124341003,2.0
4.0,1.6,-0.592927061281571,"[0, 0, 1, 1, 0, 3]","(0, 0, 1, 1, 0, 3)",2,"{2, 3, 5, 5, 5}",True,1.0986122886681098,1.4142135623730951
3.6,0.6400000000000002,-1.4999999999999996,"[0, 0, 1, 0, 4, 0]","(0, 0, 1, 0, 4, 0)",0,"{2, 4, 4, 4, 4}",False,0.0,0.0
3.8,0.96,-0.8675276172357085,"[0, 0, 1, 0, 3, 1]","(0, 0, 1, 0, 3, 1)",3,"{2, 4, 4, 4, 5}",True,1.3862943611198906,1.7320508075688772
4.0,1.2,-0.9128709291752769,"[0, 0, 1, 0, 2, 2]","(0, 0, 1, 0, 2, 2)",3,"{2, 4, 4, 5, 5}",True,1.3862943611198906,1.7320508075688772
4.2,1.3599999999999999,-1.1500493356615302,"[0, 0, 1, 0, 1, 3]","(0, 0, 1, 0, 1, 3)",0,"{2, 4, 5, 5, 5}",False,0.0,0.0
4.4,1.44,-1.5000000000000009,"[0, 0, 1, 0, 0, 4]","(0, 0, 1, 0, 0, 4)",0,"{2, 5, 5, 5, 5}",False,0.0,0.0
3.0,0.0,0.0,"[0, 0, 0, 5, 0, 0]","(0, 0, 0, 5, 0, 0)",3,"{3, 3, 3, 3, 3}",True,1.3862943611198906,1.7320508075688772
3.2,0.15999999999999998,1.4999999999999991,"[0, 0, 0, 4, 1, 0]","(0, 0, 0, 4, 1, 0)",1,"{3, 3, 3, 3, 4}",True,0.6931471805599453,1.0
3.4,0.64,1.5000000000000004,"[0, 0, 0, 4, 0, 1]","(0, 0, 0, 4, 0, 1)",1,"{3, 3, 3, 3, 5}",True,0.6931471805599453,1.0
3.4,0.24,0.4082482904638635,"[0, 0, 0, 3, 2, 0]","(0, 0, 0, 3, 2, 0)",0,"{3, 3, 3, 4, 4}",False,0.0,0.0
3.6,0.64,0.8437499999999997,"[0, 0, 0, 3, 1, 1]","(0, 0, 0, 3, 1, 1)",8,"{3, 3, 3, 4, 5}",True,2.1972245773362196,2.8284271247461903
3.8,0.96,0.4082482904638635,"[0, 0, 0, 3, 0, 2]","(0, 0, 0, 3, 0, 2)",11,"{3, 3, 3, 5, 5}",True,2.4849066497880004,3.3166247903554
3.6,0.24,-0.4082482904638636,"[0, 0, 0, 2, 3, 0]","(0, 0, 0, 2, 3, 0)",1,"{3, 3, 4, 4, 4}",True,0.6931471805599453,1.0
3.8,0.5599999999999999,0.34362159674454634,"[0, 0, 0, 2, 2, 1]","(0, 0, 0, 2, 2, 1)",6,"{3, 3, 4, 4, 5}",True,1.9459101490553132,2.449489742783178
4.0,0.8,0.0,"[0, 0, 0, 2, 1, 2]","(0, 0, 0, 2, 1, 2)",0,"{3, 3, 4, 5, 5}",False,0.0,0.0
4.2,0.96,-0.4082482904638636,"[0, 0, 0, 2, 0, 3]","(0, 0, 0, 2, 0, 3)",8,"{3, 3, 5, 5, 5}",True,2.1972245773362196,2.8284271247461903
3.8,0.15999999999999998,-1.4999999999999993,"[0, 0, 0, 1, 4, 0]","(0, 0, 0, 1, 4, 0)",0,"{3, 4, 4, 4, 4}",False,0.0,0.0
4.0,0.4,0.0,"[0, 0, 0, 1, 3, 1]","(0, 0, 0, 1, 3, 1)",1,"{3, 4, 4, 4, 5}",True,0.6931471805599453,1.0
4.2,0.5599999999999999,-0.3436215967445464,"[0, 0, 0, 1, 2, 2]","(0, 0, 0, 1, 2, 2)",4,"{3, 4, 4, 5, 5}",True,1.6094379124341003,2.0
4.4,0.6399999999999999,-0.8437500000000012,"[0, 0, 0, 1, 1, 3]","(0, 0, 0, 1, 1, 3)",1,"{3, 4, 5, 5, 5}",True,0.6931471805599453,1.0
4.6,0.6399999999999999,-1.4999999999999993,"[0, 0, 0, 1, 0, 4]","(0, 0, 0, 1, 0, 4)",0,"{3, 5, 5, 5, 5}",False,0.0,0.0
4.0,0.0,0.0,"[0, 0, 0, 0, 5, 0]","(0, 0, 0, 0, 5, 0)",0,"{4, 4, 4, 4, 4}",False,0.0,0.0
4.2,0.15999999999999998,1.4999999999999991,"[0, 0, 0, 0, 4, 1]","(0, 0, 0, 0, 4, 1)",3,"{4, 4, 4, 4, 5}",True,1.3862943611198906,1.7320508075688772
4.4,0.24000000000000005,0.4082482904638608,"[0, 0, 0, 0, 3, 2]","(0, 0, 0, 0, 3, 2)",4,"{4, 4, 4, 5, 5}",True,1.6094379124341003,2.0
4.6,0.24000000000000005,-0.4082482904638608,"[0, 0, 0, 0, 2, 3]","(0, 0, 0, 0, 2, 3)",7,"{4, 4, 5, 5, 5}",True,2.0794415416798357,2.6457513110645907
4.8,0.15999999999999998,-1.4999999999999993,"[0, 0, 0, 0, 1, 4]","(0, 0, 0, 0, 1, 4)",1,"{4, 5, 5, 5, 5}",True,0.6931471805599453,1.0
5.0,0.0,0.0,"[0, 0, 0, 0, 0, 5]","(0, 0, 0, 0, 0, 5)",6,"{5, 5, 5, 5, 5}",True,1.9459101490553132,2.449489742783178
